symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,ml_pred_return_5d,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,active_source_count,card_score
053580,웹케시,소프트웨어,,,,,,,7.0795,1.1669,2.0,1.0,0.0,0.7777,0.0,0.0,0.0,0.0,-0.1051,0.925,0.5,42.2319,0.0,1.0,0.7761,웹케시(053580) 콥데이 後記: 금융 AI Agent 기업으로 도약 중,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.4220588235294118,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.38095238095238093,,,,,,0.3411764705882353,,2,0.35459183673469385
053030,바이넥스,제약,,,,,,,6.6118,1.3456,2.0,1.0,0.0,0.746,0.0,0.0,0.0,0.0,-0.0687,0.8069,0.5,0.0,0.0,0.7,0.7761,바이넥스(053030) 상업화 생산 확대를 위한 준비,1.0,1.0,1.0,0.2759,0.0,3.0,0.0,1.8,0.4591176470588235,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.3333333333333333,,,,,,0.4235294117647059,,2,0.35357142857142854
041510,에스엠,엔터테인먼트/게임,,,,,,,7.4131,0.8736,4.0,2.0,0.0,0.7474,0.0,0.0,0.0,0.0,0.0648,0.8355,0.5,18.6147,2.1898,0.6781,0.8155,에스엠(041510) P/E 밴드 하단에서 여전히 매력적인 투자처,0.5965,1.0,1.0,0.2754,0.0,4.0,0.0,1.8,0.3955882352941177,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.40476190476190477,,,,,,0.2823529411764706,,2,0.3497448979591837
089850,유비벨록스,전자제품,,,,,,,6.25,1.4501,2.0,1.0,0.0,0.762,0.0,0.0,0.0,0.0,0.1938,0.8071,0.5,0.0,0.0,0.7,0.8569,유비벨록스(089850) 독점적 지위 갖춰가는 사업 한두 개가 아니다,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.4697058823529412,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.2857142857142857,,,,,,0.4470588235294118,,2,0.33469387755102037
025540,한국단자,자동차부품,,,,,,,6.2707,1.3178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2127,0.679,0.0,0.0,0.0,1.0,0.7029,실적 회복과 배당은 기본. 더 큰 미래도 가능..,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.44323529411764706,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.2976190476190476,,,,,,0.38823529411764707,,2,0.32334183673469385
042500,링네트,IT서비스,,,,,,,6.4791,1.0966,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.076,0.5642,0.0,0.0,0.0,1.0,0.8155,네트워크 통합(NI)의 수익 방정식,1.0,1.0,1.0,0.1975,-0.297,1.0,0.0,1.8,0.4167647058823529,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.30952380952380953,,,,,,0.32941176470588235,,2,0.31198979591836734
214180,헥토이노베이션,IT서비스,,,,,,,5.9224,1.1853,1.0,1.0,0.0,0.8,0.0,0.0,-0.297,0.0,-0.0047,0.6252,0.0,0.0,0.0,1.0,0.6059,실적과 모멘텀 모두 매력적이다!,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.4273529411764706,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.2619047619047619,,,,,,0.35294117647058826,,2,0.29311224489795923
376930,노을,건강관리장비와용품,,,,,,,6.1581,1.0926,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0998,0.596,0.0,0.0,0.0,1.0,0.8155,스케일업 단계로 진입,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.41147058823529414,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.27380952380952384,,,,,,0.3176470588235294,,2,0.2889030612244898
028050,삼성E&A,건설,,,,,,,6.608,0.0857,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1142,0.5495,0.0,23.6264,0.0,1.0,0.7386,실적보다는 높아진 뉴에너지 성장성에 주목,1.0,1.0,1.0,0.227,0.0,1.0,0.0,1.8,0.34794117647058825,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.32142857142857145,,,,,,0.17647058823529413,,2,0.27206632653061225
004690,삼천리,전력/유틸리티,,,,,,,5.7151,0.6496,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2215,0.596,0.0,0.0,0.0,1.0,0.8155,보유 자사주 소각 긍정적,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.3797058823529412,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.25,,,,,,0.24705882352941178,,2,0.2544642857142857
078520,에이블씨엔씨,화장품,,,,,,,5.6552,0.7023,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0196,0.7312,0.0,0.0,0.0,1.0,0.7029,"실적, 밸류에이션, 주주환원 완벽한 3박자",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.39029411764705885,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.21428571428571427,,,,,,0.27058823529411763,,2,0.24209183673469384
306200,세아제강,철강/비철금속,,,,,,,5.6918,0.3906,2.0,1.0,0.0,0.7697,0.0,0.0,0.0,0.0,0.0085,0.7934,0.5,28.012,0.0,1.0,0.7761,"세아제강(306200) 하방은 프로젝트, 상방은 유가",0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.36911764705882355,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.23809523809523808,,,,,,0.2235294117647059,,2,0.2408163265306122
456160,지투지바이오,제약,,,,,,,5.6632,0.1415,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.132,0.5585,0.0,0.0,0.0,1.0,0.7386,삼성에피스 L/O 성공에 투자 유치까지,1.0,1.0,1.0,0.3109,0.0,2.0,0.0,1.8,0.3532352941176471,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.2261904761904762,,,,,,0.18823529411764706,,2,0.22359693877551015
068930,디지털대성,교육서비스,,,,,,,5.2471,0.5486,1.0,1.0,0.0,0.8,0.5599,0.0,-0.3935,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6059,올해도 N수생 多,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,0.3744117647058824,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.19047619047619047,,,,,,0.23529411764705882,,2,0.21836734693877544
089980,상아프론테크,전자장비와기기,,,,,,,5.2613,0.003,2.0,1.0,0.0,0.6704,0.0,0.0,0.0,0.0,-0.0572,0.925,0.5,34.5291,0.0,1.0,0.7386,상아프론테크(089980) 글로벌 위성 사업자용 소재사업 호조로 이익 증가,0.2,0.0,1.0,-0.152,0.0,0.0,0.0,1.8,0.3426470588235294,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.20238095238095238,,,,,,0.16470588235294117,,2,0.2034438775510204
019180,티에이치엔,자동차부품,,,,,,,5.2447,0.1516,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2185,0.5785,0.0,0.0,0.0,1.0,0.7761,P/E가 3배도 안 되네요,1.0,1.0,1.0,-0.0109,0.0,1.0,0.0,1.8,0.35852941176470593,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.17857142857142858,,,,,,0.2,,2,0.20114795918367345
307950,현대오토에버,IT소프트웨어 (플랫폼/SI),,,,,,,3.3376,0.1763,2.0,1.0,0.0,0.7756,0.0,0.0,0.0,0.0,0.0239,0.7903,0.5,-10.1796,0.0,1.0,0.8569,현대오토에버(307950) GTC 2026 ‘HMG-엔비디아’ 로봇/자율주행 협력의 숨은 수혜자,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.8,0.3638235294117647,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.15476190476190477,,,,,,0.21176470588235294,,2,0.19170918367346937
241560,두산밥캣,기계/공작기계,,,,,,,2.9586,-0.2759,2.0,2.0,0.0,0.7961,4.4702,0.0,-3.9566,0.0,0.0736,0.6208,0.0,23.0769,0.0,0.7,0.7029,"낮아진 딜러 재고, 높아진 밸류에이션 매력도",0.0414,0.0,0.5518,0.0,0.0,0.0,0.0,1.8,0.32676470588235296,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.13095238095238096,,,,,,0.12941176470588237,,2,0.15369897959183673
006360,GS건설,건설/건자재,,,,,,,4.2057,-1.2598,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0307,0.6013,0.0,51.7857,0.0,1.0,0.8155,"원전 소외주, 반등 포인트 점검",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.29500000000000004,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.16666666666666666,,,,,,0.058823529411764705,,2,0.15178571428571427
360350,코셈,전자장비와기기,,,,,,,1.8348,-0.034,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0067,0.5708,0.0,0.0,0.0,1.0,0.7386,제2의 파크시스템스를 찾는다면,-1.0,-1.0,0.0,0.0002,0.0,1.0,0.0,1.8,0.3320588235294118,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.10714285714285714,,,,,,0.1411764705882353,,2,0.14426020408163262
014830,유니드,화학,,,,,,,2.9883,-2.2556,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0154,1.0,1.0,27.8928,0.0,1.0,0.7029,유니드(014830) 중국 경질 탄산칼륨 재편의 수혜주,0.0,0.0,1.0,0.3469,0.0,1.0,0.0,1.8,0.28441176470588236,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.14285714285714285,,,,,,0.03529411764705882,,2,0.13163265306122446
339950,아이비김영,교육서비스,,,,,,,1.6344,-0.7269,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,0.0,0.0,1.0,0.8569,아이비김영(339950) 안정적인 성장 흐름 & 저평가,-1.0,-1.0,0.0,0.2453,-0.3935,2.0,0.0,1.8,0.3214705882352941,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.09523809523809523,,,,,,0.11764705882352941,,2,0.13061224489795914
071840,롯데하이마트,유통/백화점,,,,,,,1.4093,-0.899,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6567,0.0,0.0,0.0,1.0,0.7386,어려운 환경 속 실적 턴어라운드 달성,-1.0,-1.0,0.0,0.3664,0.0,1.0,0.0,1.8,0.3108823529411765,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.08333333333333333,,,,,,0.09411764705882353,,2,0.11696428571428572
267250,HD현대,기계/공작기계,,,,,,,2.6047,-2.6506,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,41.8803,0.0,1.0,0.8569,HD현대(267250) HD현대오일뱅크와 로봇,0.0,0.0,1.0,-0.2763,-3.9566,1.0,0.0,1.8,0.2791176470588235,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.11904761904761904,,,,,,0.023529411764705882,,2,0.11505102040816326
332370,아이디피,컴퓨터와주변기기,,,,,,,0.9763,-0.9306,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0609,0.603,0.0,0.0,0.0,1.0,0.8569,안정성 기반으로 변화를 준비,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3002941176470588,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.07142857142857142,,,,,,0.07058823529411765,,2,0.10331632653061223
078340,컴투스,게임엔터테인먼트,,,,,,,-0.0916,-0.0285,1.0,1.0,0.0,0.8,-3.869,0.0,-2.9397,0.0,0.0,0.5272,0.0,-10.8635,0.0,1.0,0.6059,콥데이 후기: 다가오는 기대 신작들,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.33735294117647063,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.023809523809523808,,,,,,0.15294117647058825,,2,0.10229591836734693
476830,알지노믹스,생물공학,,,,,,,0.8729,-0.9157,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.705,0.0,0.0,0.0,1.0,0.7386,4월 AACR RZ-001 간암 중간 데이터에 주목,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.30558823529411766,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.05952380952380952,,,,,,0.08235294117647059,,2,0.10038265306122449
138080,오이솔루션,통신장비,,,,,,,0.3598,-0.8942,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7029,오이솔루션(138080) AI 데이터센터로 체급 올리기,-1.0,-1.0,0.0,-0.4158,0.0,0.0,0.0,1.8,0.31617647058823534,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.03571428571428571,,,,,,0.10588235294117647,,2,0.09451530612244897
007340,DN오토모티브,자동차부품,,,,,,,0.7216,-1.4178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2509,0.6572,0.0,0.0,0.0,1.0,0.7386,밸류업의 조건들이 갖춰지고 있다,-1.0,-1.0,0.0,0.2257,0.0,1.0,0.0,1.8,0.2897058823529412,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.047619047619047616,,,,,,0.047058823529411764,,2,0.08316326530612245
380540,옵티코어,통신장비,,,,,,,-4.8846,-5.9688,2.0,1.0,0.0,0.6823,0.0,0.0,0.0,0.0,-0.0295,0.9204,0.5,0.0,0.0,0.7,0.7029,옵티코어(380540) K-AAOI의 가능성을 보다,-1.0,-1.0,0.0,-0.2018,0.0,0.0,0.0,1.8,0.27382352941176474,,,insufficient_history,6,,,,,,,,,,0,,,,,,,,0.011904761904761904,,,,,,0.011764705882352941,,2,0.05293367346938775
