symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_latest_title,flow_top_brokers,flow_event_mix,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,active_source_count,card_score
036570,엔씨소프트,엔터테인먼트/게임,,,,,,,5.2944,3.6944,3.0,2.0,0.0,0.7848,0.0,0.0,0.0,0.0,-0.0472,0.7428,0.3333,엔씨소프트(036570) 실적은 센티를 이긴다,,,0,,,,,,,,0.9404761904761905,,,,,1,0.8369047619047618
327260,RF머트리얼즈,우주항공과국방,,,,,,,5.2663,2.5663,1.0,1.0,0.0,0.8,7.4128,0.0,9.2717,0.0,0.164,0.5782,0.0,광모듈 수요가 끝이 없다,,,0,,,,,,,,0.9285714285714286,,,,,1,0.8267857142857142
365340,성일하이텍,전기제품,,,,,,,5.1306,4.2306,2.0,1.0,0.0,0.7794,0.0,0.0,0.0,0.0,-0.1022,0.925,0.5,성일하이텍(365340) 콥데이 後記: 본격적인 실적 턴러어라운드 시작,,,0,,,,,,,,0.9166666666666666,,,,,1,0.8166666666666665
393890,더블유씨피,전기제품,,,,,,,5.1294,4.4294,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0134,0.589,0.0,"실적, 밸류에이션 정상화 초입 구간",,,0,,,,,,,,0.9047619047619048,,,,,1,0.806547619047619
023910,대한약품,제약,,,,,,,5.071,4.371,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,대한약품(023910) 안정적인 수액제 생산 & Valuation 저평가,,,0,,,,,,,,0.8928571428571429,,,,,1,0.7964285714285714
004170,신세계,유통/백화점,,,,,,,5.0338,4.3338,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,,,0,,,,,,,,0.8809523809523809,,,,,1,0.7863095238095238
039030,이오테크닉스,IT하드웨어 (반도체),,,,,,,4.8465,3.9465,2.0,1.0,0.0,0.7408,0.0,0.0,0.0,0.0,-0.0158,0.834,0.5,이오테크닉스(039030) NAND 고단화 수혜 예상,,,0,,,,,,,,0.8690476190476191,,,,,1,0.7761904761904762
120110,코오롱인더,화학/석유화학,,,,,,,4.7977,4.0977,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0102,1.0,1.0,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",,,0,,,,,,,,0.8571428571428571,,,,,1,0.7660714285714285
229640,LS에코에너지,전기장비,,,,,,,4.7844,3.8844,2.0,1.0,0.0,0.7386,0.0,0.0,0.0,0.0,-0.0026,0.8237,0.5,LS에코에너지(229640) 희토류 탈중국화 밸류체인 한 축을 담당하면서 성장성 부각,,,0,,,,,,,,0.8452380952380952,,,,,1,0.7559523809523809
032500,케이엠더블유,통신장비/네트워크,,,,,,,4.654,3.954,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2617,0.6532,0.0,실적 확인하고 매수하시면 늦습니다,,,0,,,,,,,,0.8333333333333334,,,,,1,0.7458333333333333
017960,한국카본,조선,,,,,,,4.6355,3.9355,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0521,0.537,0.0,LNG 보냉제 성장에 방산까지 영역 확대,,,0,,,,,,,,0.8214285714285714,,,,,1,0.7357142857142857
004000,롯데정밀화학,화학,,,,,,,4.5189,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,,,0,,,,,,,,0.8095238095238095,,,,,1,0.7255952380952381
352820,하이브,엔터테인먼트/게임,,,,,,,4.4347,2.6347,4.0,2.0,0.0,0.7508,0.0,0.0,0.0,0.0,0.0697,0.8213,0.5,하이브(352820) 확신의 실적 모멘텀이 시작된다,,,0,,,,,,,,0.7976190476190477,,,,,1,0.7154761904761905
000150,두산,복합기업,,,,,,,4.3428,3.6428,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2359,0.6018,0.0,서버 구조의 변화는 중장기 성장의 근거,,,0,,,,,,,,0.7738095238095238,,,,,1,0.6952380952380952
047050,포스코인터내셔널,무역회사와판매업체,,,,,,,4.253,2.153,3.0,3.0,0.0,0.7932,0.0,0.0,0.0,0.0,0.0203,0.5709,0.0,"단단한 펀더멘털, 축소될 밸류에이션 갭",,,0,,,,,,,,0.7619047619047619,,,,,1,0.6851190476190475
011070,LG이노텍,디스플레이/IT부품,,,,,,,4.2506,2.8506,2.0,2.0,0.0,0.7961,0.0,0.0,0.0,0.0,-0.0039,0.5829,0.0,안 살 이유가 없다,,,0,,,,,,,,0.75,,,,,1,0.6749999999999999
005680,삼영전자,전기제품,,,,,,,4.1691,3.4691,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0363,1.0,1.0,"삼영전자(005680) 순현금이 많은 기업, 신사업 추진",,,0,,,,,,,,0.7380952380952381,,,,,1,0.6648809523809524
034730,SK,석유와가스,,,,,,,4.0901,3.3901,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1981,0.6498,0.0,자사주 소각에 따른 재무적 효과 결국 주가에..,,,0,,,,,,,,0.7261904761904762,,,,,1,0.6547619047619047
200710,에이디테크놀로지,반도체와반도체장비,,,,,,,3.942,3.242,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1377,0.5362,0.0,콥데이 후기: 전성기를 넘어보자,,,0,,,,,,,,0.7142857142857143,,,,,1,0.6446428571428571
215200,메가스터디교육,교육서비스,,,,,,,3.9167,3.2167,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,메가스터디교육(215200) 국내 교육기업 대장,,,0,,,,,,,,0.7023809523809523,,,,,1,0.6345238095238095
