symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
010950,S-Oil,화학/석유화학,0.5908557567640822,0.7810302769407375,0.6515892255892256,0.2704414789305018,0.5,0.5,10.9853,4.3043,2.0,2.0,0.0,0.7982,0.0,0.0,0.0,0.0,-0.0438,0.7891,0.5,23.1818,3.321,0.6668,0.5652,"호르무즈 봉쇄, 오히려 전화위복!",1.0,2.0,1.0,0.3577,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7182864450127877,0.10567977976634195,0.9641943734015346,0.7375319693094629,numpy_mlp,413,,,,,,,,,0,,,,,,,0.9033333333333333,0.9047619047619048,,,,,,0.979539641943734,0.9641943734015346,,4,0.8619836147774325
023530,롯데쇼핑,유통/백화점,0.6481725836641636,0.9492036160137752,0.7953265993265994,0.4631996460515616,0.5,0.5,9.7958,3.1377,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0608,0.6198,0.0,33.7047,0.0,1.0,0.5379,백화점에서 확산되는 온기(溫氣),1.0,1.0,1.0,0.0874,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7044757033248081,0.023804036958946027,0.8823529411764706,0.5722506393861893,numpy_mlp,413,,,,,,,,,0,,,,,,,0.9866666666666667,0.7738095238095238,,,,,,0.948849104859335,0.8823529411764706,,4,0.8416351255175983
120110,코오롱인더,화학/석유화학,0.6298089236459878,0.7297854785478548,0.9171043771043772,0.2527397522360932,0.5,0.5,10.2206,4.0977,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0102,1.0,1.0,27.2189,0.0,1.0,0.5119,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7171355498721228,-0.04516862776052633,0.7672634271099744,0.7375319693094629,numpy_mlp,413,,,,,,,,,0,,,,,,,0.9633333333333334,0.8452380952380952,,,,,,0.9769820971867008,0.7672634271099744,,4,0.8359840029761905
005930,삼성전자,IT하드웨어 (반도체),0.5851376664912867,0.6235471373224278,0.573057239057239,0.8039890945616301,0.5,0.4749999999999999,9.3187,0.8118,3.0,3.0,0.0,0.7945,8.6649,0.0,3.4968,0.0,-0.0114,0.7505,0.3333,33.9492,4.8766,0.7512,0.5379,진정한 풀스택,0.6649,2.0,1.0,0.0503,0.0,1.0,,,0.0,0.0,0.0,,,,8.0,2.8,0.9414961636828645,0.30449162658543066,0.9923273657289002,0.9961636828644501,numpy_mlp,413,,,,,,,,,0,,,,,,,0.8866666666666667,0.7023809523809523,,,,,,0.9948849104859335,0.9923273657289002,,4,0.8143859989648032
011070,LG이노텍,디스플레이/IT부품,0.6460582541732435,0.91752762232745,0.7427474747474748,0.4136911082412589,0.5,0.5,9.1844,2.8568,2.0,2.0,0.0,0.7964,0.0,0.0,0.0,0.0,-0.0036,0.5832,0.0,17.5549,4.0,0.96,0.5652,안 살 이유가 없다,1.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.6998721227621483,-0.007635655349036629,0.8542199488491049,0.5831202046035805,numpy_mlp,413,,,,,,,,,0,,,,,,,0.9833333333333333,0.6666666666666666,,,,,,0.9411764705882353,0.8542199488491049,,4,0.8095137001811593
004170,신세계,유통/백화점,0.5673551888522186,0.7220906873296026,0.5635016835016835,0.5214344477926054,0.5,0.5,10.1769,4.3338,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,22.1167,0.0,1.0,0.4872,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7194373401534526,0.06110573447401282,0.9232736572890026,0.5722506393861893,numpy_mlp,413,,,,,,,,,0,,,,,,,0.8233333333333334,0.8214285714285714,,,,,,0.9820971867007673,0.9232736572890026,,4,0.809283207168737
017960,한국카본,조선,0.5566106025095264,0.4775434065145645,0.4761952861952861,0.6747486487779213,0.5,0.5,10.3553,3.9355,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0521,0.537,0.0,33.6516,0.0,1.0,0.4872,LNG 보냉제 성장에 방산까지 영역 확대,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7148337595907929,0.06704559030312224,0.928388746803069,0.7969309462915601,numpy_mlp,413,,,,,,,,,0,,,,,,,0.78,0.8690476190476191,,,,,,0.9718670076726342,0.928388746803069,,4,0.8058715062111801
004000,롯데정밀화학,화학,0.5785536324357075,0.701750609843593,0.6125521885521886,0.57448342660353,0.5,0.5,9.3897,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2877,0.0,1.0,0.4872,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,1.0,1.0,1.0,-0.2757,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7125319693094629,-0.02161760581963206,0.8363171355498721,0.5060987605744639,numpy_mlp,413,,,,,,,,,0,,,,,,,0.8566666666666667,0.7261904761904762,,,,,,0.9667519181585678,0.8363171355498721,,4,0.7818901235766045
347700,스피어,우주항공과국방,0.6145955555555556,0.5,0.929979797979798,0.3611111111111111,0.5,0.5,8.1211,2.8434,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,-0.0103,0.8021,0.5,0.0,0.0,0.7,0.4872,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,1.0,1.0,1.0,0.6412,5.0,1.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.6987212276214834,0.008468122630876646,0.8695652173913043,0.710997442455243,numpy_mlp,413,,,,,,,,,0,,,,,,,0.9533333333333334,0.5357142857142857,,,,,,0.9386189258312021,0.8695652173913043,,4,0.7703869047619046
010060,OCI홀딩스,화학,0.5571708891758742,0.4186396900559621,0.9357373737373736,0.2048588989333716,0.5,0.5,9.8966,2.9182,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.043,0.6035,0.0,77.6316,0.0,1.0,0.5939,태양광 중심으로 재편되는 에너지 안보 패러..,1.0,1.0,1.0,0.0453,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,2.8,0.7010230179028133,-0.03071343095438598,0.8184143222506394,0.5060987605744639,numpy_mlp,413,,,,,,,,,0,,,,,,,0.7866666666666666,0.7976190476190477,,,,,,0.9437340153452686,0.8184143222506394,,4,0.77011920936853
