symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_latest_title,flow_top_brokers,flow_event_mix,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,active_source_count,card_score
365340,성일하이텍,전기제품,,,,,,,6.598,5.698,2.0,1.0,0.0,0.7794,0.0,0.0,0.0,0.0,0.0,0.925,0.5,성일하이텍(365340) 콥데이 後記: 본격적인 실적 턴러어라운드 시작,,,0,,,,,,,,0.9404761904761905,,,,,1,0.8369047619047618
036570,엔씨소프트,엔터테인먼트/게임,,,,,,,6.5309,4.9309,3.0,2.0,0.0,0.7848,0.0,0.0,0.0,0.0,0.0,0.7428,0.3333,엔씨소프트(036570) 실적은 센티를 이긴다,,,0,,,,,,,,0.9285714285714286,,,,,1,0.8267857142857142
393890,더블유씨피,전기제품,,,,,,,6.5252,5.8252,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.589,0.0,"실적, 밸류에이션 정상화 초입 구간",,,0,,,,,,,,0.9166666666666666,,,,,1,0.8166666666666665
004170,신세계,유통/백화점,,,,,,,6.4145,5.7145,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,,,0,,,,,,,,0.9047619047619048,,,,,1,0.806547619047619
023910,대한약품,제약,,,,,,,6.37,5.67,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,대한약품(023910) 안정적인 수액제 생산 & Valuation 저평가,,,0,,,,,,,,0.8928571428571429,,,,,1,0.7964285714285714
039030,이오테크닉스,IT하드웨어 (반도체),,,,,,,6.1248,5.2248,2.0,1.0,0.0,0.7408,0.0,0.0,0.0,0.0,0.0,0.834,0.5,이오테크닉스(039030) NAND 고단화 수혜 예상,,,0,,,,,,,,0.8809523809523809,,,,,1,0.7863095238095238
120110,코오롱인더,화학/석유화학,,,,,,,6.118,5.418,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",,,0,,,,,,,,0.8690476190476191,,,,,1,0.7761904761904762
229640,LS에코에너지,전기장비,,,,,,,6.0289,5.1289,2.0,1.0,0.0,0.7386,0.0,0.0,0.0,0.0,0.0,0.8237,0.5,LS에코에너지(229640) 희토류 탈중국화 밸류체인 한 축을 담당하면서 성장성 부각,,,0,,,,,,,,0.8571428571428571,,,,,1,0.7660714285714285
017960,한국카본,조선,,,,,,,5.9489,5.2489,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.537,0.0,LNG 보냉제 성장에 방산까지 영역 확대,,,0,,,,,,,,0.8452380952380952,,,,,1,0.7559523809523809
004000,롯데정밀화학,화학,,,,,,,5.74,5.04,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,,,0,,,,,,,,0.8333333333333334,,,,,1,0.7458333333333333
032500,케이엠더블유,통신장비/네트워크,,,,,,,5.6343,4.9343,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6532,0.0,실적 확인하고 매수하시면 늦습니다,,,0,,,,,,,,0.8214285714285714,,,,,1,0.7357142857142857
000150,두산,복합기업,,,,,,,5.2545,4.5545,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6018,0.0,서버 구조의 변화는 중장기 성장의 근거,,,0,,,,,,,,0.8095238095238095,,,,,1,0.7255952380952381
005680,삼영전자,전기제품,,,,,,,5.236,4.536,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"삼영전자(005680) 순현금이 많은 기업, 신사업 추진",,,0,,,,,,,,0.7976190476190477,,,,,1,0.7154761904761905
352820,하이브,엔터테인먼트/게임,,,,,,,5.2088,3.4088,4.0,2.0,0.0,0.7508,0.0,0.0,0.0,0.0,0.0,0.8213,0.5,하이브(352820) 확신의 실적 모멘텀이 시작된다,,,0,,,,,,,,0.7857142857142857,,,,,1,0.7053571428571428
011070,LG이노텍,디스플레이/IT부품,,,,,,,5.1758,3.7758,2.0,2.0,0.0,0.7961,0.0,0.0,0.0,0.0,0.0,0.5829,0.0,안 살 이유가 없다,,,0,,,,,,,,0.7738095238095238,,,,,1,0.6952380952380952
200710,에이디테크놀로지,반도체와반도체장비,,,,,,,5.1329,4.4329,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5362,0.0,콥데이 후기: 전성기를 넘어보자,,,0,,,,,,,,0.7619047619047619,,,,,1,0.6851190476190475
034730,SK,석유와가스,,,,,,,4.9643,4.2643,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6498,0.0,자사주 소각에 따른 재무적 효과 결국 주가에..,,,0,,,,,,,,0.75,,,,,1,0.6749999999999999
047050,포스코인터내셔널,무역회사와판매업체,,,,,,,4.9363,2.8363,3.0,3.0,0.0,0.7932,0.0,0.0,0.0,0.0,0.0,0.5709,0.0,"단단한 펀더멘털, 축소될 밸류에이션 갭",,,0,,,,,,,,0.7380952380952381,,,,,1,0.6648809523809524
023530,롯데쇼핑,유통/백화점,,,,,,,4.9133,4.2133,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6198,0.0,백화점에서 확산되는 온기(溫氣),,,0,,,,,,,,0.7261904761904762,,,,,1,0.6547619047619047
215200,메가스터디교육,교육서비스,,,,,,,4.858,4.158,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,메가스터디교육(215200) 국내 교육기업 대장,,,0,,,,,,,,0.7142857142857143,,,,,1,0.6446428571428571
347700,스피어,우주항공과국방,,,,,,,4.674,3.774,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,0.0,0.8021,0.5,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,,,0,,,,,,,,0.7023809523809523,,,,,1,0.6345238095238095
010060,OCI홀딩스,화학,,,,,,,4.6065,3.9065,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6035,0.0,태양광 중심으로 재편되는 에너지 안보 패러..,,,0,,,,,,,,0.6904761904761905,,,,,1,0.6244047619047619
122870,와이지엔터테인먼트,엔터테인먼트/게임,,,,,,,4.4922,2.6922,4.0,2.0,0.0,0.7536,0.0,0.0,0.0,0.0,0.0,0.8085,0.5,와이지엔터테인먼트(122870) 모멘텀 플레이 가능 구간,,,0,,,,,,,,0.6785714285714286,,,,,1,0.6142857142857143
226330,신테카바이오,건강관리업체및서비스,,,,,,,4.4259,3.5259,2.0,1.0,0.0,0.6802,0.0,0.0,0.0,0.0,0.0,0.925,0.5,신테카바이오(226330) AI 신약개발플랫폼 사업의 본격적인 실적 성장 기대,,,0,,,,,,,,0.6666666666666666,,,,,1,0.6041666666666666
011210,현대위아,자동차부품/타이어,,,,,,,4.3569,3.4569,2.0,1.0,0.0,0.7914,0.0,0.0,0.0,0.0,0.0,0.9014,0.5,현대위아(011210) Corp. Day 후기: 열관리 매출 증가와 인도 증설,,,0,,,,,,,,0.6547619047619048,,,,,1,0.594047619047619
035900,JYP Ent.,엔터테인먼트/게임,,,,,,,4.3077,2.5077,4.0,2.0,0.0,0.7478,0.0,0.0,0.0,0.0,0.0,0.8244,0.5,JYP Ent.(035900) 육각형 포트폴리오를 향해,,,0,,,,,,,,0.6428571428571429,,,,,1,0.5839285714285715
043370,피에이치에이,자동차부품/타이어,,,,,,,4.1104,3.4104,1.0,1.0,0.0,0.8,1.6908,0.0,0.0,0.0,0.0,0.649,0.0,자기주식 7.0% 보유 중,,,0,,,,,,,,0.6309523809523809,,,,,1,0.5738095238095238
178320,서진시스템,통신장비/네트워크,,,,,,,4.084,3.184,2.0,1.0,0.0,0.6977,0.0,0.0,0.0,0.0,0.0,0.925,0.5,서진시스템(178320) 수직계열화의 신이 보여줄 Showtime,,,0,,,,,,,,0.6190476190476191,,,,,1,0.5636904761904762
327260,RF머트리얼즈,우주항공과국방,,,,,,,3.922,3.222,1.0,1.0,0.0,0.8,7.4128,0.0,0.0,0.0,0.0,0.5782,0.0,광모듈 수요가 끝이 없다,,,0,,,,,,,,0.6071428571428571,,,,,1,0.5535714285714285
064760,티씨케이,반도체와반도체장비,,,,,,,3.9167,3.2167,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5742,0.0,1Q26 예상 영업이익 QoQ +53.0%,,,0,,,,,,,,0.5952380952380952,,,,,1,0.5434523809523809
001040,CJ,철강/비철금속,,,,,,,3.8275,2.2275,3.0,2.0,0.0,0.7768,0.0,0.0,0.0,0.0,0.0,0.7597,0.3333,푸드빌 호실적. 올리브영 가치도 multiple에 ..,,,0,,,,,,,,0.5833333333333334,,,,,1,0.5333333333333333
005440,현대지에프홀딩스,복합기업,,,,,,,3.8052,3.1052,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6322,0.0,조정이 주는 멋진 기회!,,,0,,,,,,,,0.5714285714285714,,,,,1,0.5232142857142856
017670,SK텔레콤,통신서비스,,,,,,,3.7894,3.0894,1.0,1.0,0.0,0.8,5.0667,0.0,0.0,0.0,0.0,0.6195,0.0,이번엔 기대가 되는 4월입니다,,,0,,,,,,,,0.5595238095238095,,,,,1,0.513095238095238
006400,삼성SDI,2차전지/배터리,,,,,,,3.7426,3.0426,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.582,0.0,26년 영업 흑자 전환 예상,,,0,,,,,,,,0.5476190476190477,,,,,1,0.5029761904761905
039200,오스코텍,제약,,,,,,,3.7154,2.8154,2.0,1.0,0.0,0.7455,0.0,0.0,0.0,0.0,0.0,0.8726,0.5,오스코텍(039200) NDR 후기: 열매가 주렁주렁,,,0,,,,,,,,0.5357142857142857,,,,,1,0.4928571428571428
271560,오리온,음식료/담배,,,,,,,3.6284,1.3284,4.0,3.0,0.0,0.7658,0.0,0.0,0.0,0.0,0.0,0.7091,0.25,"춘절 끝, 이제는 앞만 보고 달린다",,,0,,,,,,,,0.5238095238095238,,,,,1,0.48273809523809524
023160,태광,조선/해양,,,,,,,3.4399,2.7399,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.559,0.0,앞으로 좋아질 실적과 주주환원까지,,,0,,,,,,,,0.5,,,,,1,0.46249999999999997
256150,한독크린텍,가정용기기와용품,,,,,,,3.1871,2.4871,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5798,0.0,국내 정수기용 카본블록 필터 1위 업체,,,0,,,,,,,,0.47619047619047616,,,,,1,0.4422619047619047
138930,BNK금융지주,금융지주/은행,,,,,,,3.1311,2.4311,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6165,0.0,"1분기 NIM 상승과 대손비용 안정화, CET 1 비..",,,0,,,,,,,,0.4642857142857143,,,,,1,0.4321428571428571
041510,에스엠,엔터테인먼트/게임,,,,,,,2.8932,1.0932,4.0,2.0,0.0,0.7475,0.0,0.0,0.0,0.0,0.0,0.8354,0.5,에스엠(041510) P/E 밴드 하단에서 여전히 매력적인 투자처,,,0,,,,,,,,0.4523809523809524,,,,,1,0.42202380952380947
053030,바이넥스,제약,,,,,,,2.7791,1.8791,2.0,1.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.8069,0.5,바이넥스(053030) 상업화 생산 확대를 위한 준비,,,0,,,,,,,,0.42857142857142855,,,,,1,0.40178571428571425
097230,HJ중공업,건설,,,,,,,2.7373,1.8373,2.0,1.0,0.0,0.7414,0.0,0.0,0.0,0.0,0.0,0.7521,0.5,HJ중공업(097230) 신호탄,,,0,,,,,,,,0.4166666666666667,,,,,1,0.39166666666666666
089850,유비벨록스,전자제품,,,,,,,2.6134,1.7134,2.0,1.0,0.0,0.762,0.0,0.0,0.0,0.0,0.0,0.8071,0.5,유비벨록스(089850) 독점적 지위 갖춰가는 사업 한두 개가 아니다,,,0,,,,,,,,0.40476190476190477,,,,,1,0.381547619047619
053580,웹케시,소프트웨어,,,,,,,2.5878,1.6878,2.0,1.0,0.0,0.7777,0.0,0.0,0.0,0.0,0.0,0.925,0.5,웹케시(053580) 콥데이 後記: 금융 AI Agent 기업으로 도약 중,,,0,,,,,,,,0.39285714285714285,,,,,1,0.3714285714285714
356860,티엘비,반도체와반도체장비,,,,,,,2.5647,1.6647,2.0,1.0,0.0,0.7511,0.0,0.0,0.0,0.0,0.0,0.808,0.5,"티엘비(356860) 티엘비, 공장투어 후기 (추가 증설 결정)",,,0,,,,,,,,0.36904761904761907,,,,,1,0.35119047619047616
353200,대덕전자,전자장비와기기,,,,,,,2.4222,0.8222,3.0,2.0,0.0,0.7633,0.0,0.0,0.0,0.0,0.0,0.7505,0.3333,"서버 FCBGA 공급 가시화, 멀티플 리레이팅 근..",,,0,,,,,,,,0.35714285714285715,,,,,1,0.3410714285714285
214180,헥토이노베이션,IT서비스,,,,,,,2.2952,1.5952,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6252,0.0,실적과 모멘텀 모두 매력적이다!,,,0,,,,,,,,0.34523809523809523,,,,,1,0.33095238095238094
376930,노을,건강관리장비와용품,,,,,,,2.2764,1.5764,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.596,0.0,스케일업 단계로 진입,,,0,,,,,,,,0.3333333333333333,,,,,1,0.3208333333333333
042500,링네트,IT서비스,,,,,,,2.256,1.556,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5642,0.0,네트워크 통합(NI)의 수익 방정식,,,0,,,,,,,,0.32142857142857145,,,,,1,0.3107142857142857
025540,한국단자,자동차부품,,,,,,,2.2339,1.5339,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.679,0.0,실적 회복과 배당은 기본. 더 큰 미래도 가능..,,,0,,,,,,,,0.30952380952380953,,,,,1,0.3005952380952381
316140,우리금융지주,금융지주/은행,,,,,,,2.2071,1.5071,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6347,0.0,동양생명 완전자회사화는 ABL생명 통합을 위..,,,0,,,,,,,,0.2976190476190476,,,,,1,0.29047619047619044
089970,브이엠,반도체와반도체장비,,,,,,,2.1831,1.4831,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.595,0.0,예상보다 좋습니다,,,0,,,,,,,,0.2857142857142857,,,,,1,0.2803571428571428
298050,HS효성첨단소재,화학/석유화학,,,,,,,2.0676,1.3676,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5548,0.0,든든한 본업과 탄소섬유 기대감 부각,,,0,,,,,,,,0.27380952380952384,,,,,1,0.2702380952380952
078520,에이블씨엔씨,화장품,,,,,,,1.6784,0.9784,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7312,0.0,"실적, 밸류에이션, 주주환원 완벽한 3박자",,,0,,,,,,,,0.2619047619047619,,,,,1,0.26011904761904764
068930,디지털대성,교육서비스,,,,,,,1.456,0.756,1.0,1.0,0.0,0.8,0.5599,0.0,0.0,0.0,0.0,1.0,1.0,올해도 N수생 多,,,0,,,,,,,,0.25,,,,,1,0.25
306200,세아제강,철강/비철금속,,,,,,,1.4388,0.5388,2.0,1.0,0.0,0.7697,0.0,0.0,0.0,0.0,0.0,0.7934,0.5,"세아제강(306200) 하방은 프로젝트, 상방은 유가",,,0,,,,,,,,0.23809523809523808,,,,,1,0.23988095238095236
004690,삼천리,전력/유틸리티,,,,,,,1.3491,0.6491,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.596,0.0,보유 자사주 소각 긍정적,,,0,,,,,,,,0.2261904761904762,,,,,1,0.22976190476190475
307950,현대오토에버,IT소프트웨어 (플랫폼/SI),,,,,,,1.1405,0.2405,2.0,1.0,0.0,0.7756,0.0,0.0,0.0,0.0,0.0,0.7903,0.5,현대오토에버(307950) GTC 2026 ‘HMG-엔비디아’ 로봇/자율주행 협력의 숨은 수혜자,,,0,,,,,,,,0.21428571428571427,,,,,1,0.21964285714285714
456160,지투지바이오,제약,,,,,,,1.0652,0.3652,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5585,0.0,삼성에피스 L/O 성공에 투자 유치까지,,,0,,,,,,,,0.20238095238095238,,,,,1,0.20952380952380953
089980,상아프론테크,전자장비와기기,,,,,,,1.0052,0.1052,2.0,1.0,0.0,0.6704,0.0,0.0,0.0,0.0,0.0,0.925,0.5,상아프론테크(089980) 글로벌 위성 사업자용 소재사업 호조로 이익 증가,,,0,,,,,,,,0.19047619047619047,,,,,1,0.1994047619047619
028050,삼성E&A,건설,,,,,,,0.9729,0.2729,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5495,0.0,실적보다는 높아진 뉴에너지 성장성에 주목,,,0,,,,,,,,0.17857142857142858,,,,,1,0.18928571428571428
241560,두산밥캣,기계/공작기계,,,,,,,0.9198,-0.4802,2.0,2.0,0.0,0.7964,4.4702,0.0,0.0,0.0,0.0,0.6227,0.0,"낮아진 딜러 재고, 높아진 밸류에이션 매력도",,,0,,,,,,,,0.16666666666666666,,,,,1,0.17916666666666667
019180,티에이치엔,자동차부품,,,,,,,0.7,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5785,0.0,P/E가 3배도 안 되네요,,,0,,,,,,,,0.14285714285714285,,,,,1,0.15892857142857142
078340,컴투스,게임엔터테인먼트,,,,,,,0.7,0.0,1.0,1.0,0.0,0.8,-3.869,0.0,0.0,0.0,0.0,0.5272,0.0,콥데이 후기: 다가오는 기대 신작들,,,0,,,,,,,,0.14285714285714285,,,,,1,0.15892857142857142
360350,코셈,전자장비와기기,,,,,,,0.7,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5708,0.0,제2의 파크시스템스를 찾는다면,,,0,,,,,,,,0.14285714285714285,,,,,1,0.15892857142857142
339950,아이비김영,교육서비스,,,,,,,-0.308,-1.008,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,아이비김영(339950) 안정적인 성장 흐름 & 저평가,,,0,,,,,,,,0.11904761904761904,,,,,1,0.13869047619047617
332370,아이디피,컴퓨터와주변기기,,,,,,,-0.4159,-1.1159,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.603,0.0,안정성 기반으로 변화를 준비,,,0,,,,,,,,0.10714285714285714,,,,,1,0.12857142857142856
138080,오이솔루션,통신장비,,,,,,,-0.434,-1.134,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,오이솔루션(138080) AI 데이터센터로 체급 올리기,,,0,,,,,,,,0.09523809523809523,,,,,1,0.11845238095238095
071840,롯데하이마트,유통/백화점,,,,,,,-0.4403,-1.1403,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6567,0.0,어려운 환경 속 실적 턴어라운드 달성,,,0,,,,,,,,0.08333333333333333,,,,,1,0.10833333333333334
476830,알지노믹스,생물공학,,,,,,,-0.4622,-1.1622,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.705,0.0,4월 AACR RZ-001 간암 중간 데이터에 주목,,,0,,,,,,,,0.07142857142857142,,,,,1,0.0982142857142857
006360,GS건설,건설/건자재,,,,,,,-0.8798,-1.5798,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6013,0.0,"원전 소외주, 반등 포인트 점검",,,0,,,,,,,,0.05952380952380952,,,,,1,0.08809523809523809
007340,DN오토모티브,자동차부품,,,,,,,-1.3909,-2.0909,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6572,0.0,밸류업의 조건들이 갖춰지고 있다,,,0,,,,,,,,0.047619047619047616,,,,,1,0.07797619047619048
014830,유니드,화학,,,,,,,-2.198,-2.898,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,유니드(014830) 중국 경질 탄산칼륨 재편의 수혜주,,,0,,,,,,,,0.03571428571428571,,,,,1,0.06785714285714285
267250,HD현대,기계/공작기계,,,,,,,-2.828,-3.528,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,HD현대(267250) HD현대오일뱅크와 로봇,,,0,,,,,,,,0.023809523809523808,,,,,1,0.057738095238095234
380540,옵티코어,통신장비,,,,,,,-6.8481,-7.7481,2.0,1.0,0.0,0.6823,0.0,0.0,0.0,0.0,0.0,0.9204,0.5,옵티코어(380540) K-AAOI의 가능성을 보다,,,0,,,,,,,,0.011904761904761904,,,,,1,0.047619047619047616
