symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_sector,event_sector_valid_sample_size,event_sector_price_coverage_pct,event_sector_interpretation_label,event_sector_tactical_label,event_sector_interpretation_note,event_sector_tactical_note,event_sector_reaction_profile,event_sector_interpretable_score,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
010950,S-Oil,화학/석유화학,,,,,,,10.8424,4.3043,2.0,2.0,0.0,0.7982,0.0,0.0,0.0,0.0,-0.0438,0.7891,0.5,23.1818,3.321,0.6668,0.4224,"호르무즈 봉쇄, 오히려 전화위복!",1.0,2.0,1.0,0.3577,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6979299363057325,0.13613338883441228,0.9363057324840764,0.8492569002123144,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9047619047619048,,,,,,0.9235668789808917,0.9363057324840764,,3,0.8372362112409883
039030,이오테크닉스,IT하드웨어 (반도체),,,,,,,10.0698,3.9465,2.0,1.0,0.0,0.7408,0.0,0.0,0.0,0.0,-0.0158,0.834,0.5,15.8901,0.0,1.0,0.4224,이오테크닉스(039030) NAND 고단화 수혜 예상,1.0,1.0,1.0,0.321,3.4968,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,7.0,3.6,0.964968152866242,0.25014877952445796,0.9745222929936306,0.9745222929936306,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8333333333333334,,,,,,1.0,0.9745222929936306,,3,0.834201984321411
032500,케이엠더블유,통신장비/네트워크,,,,,,,11.0061,3.954,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2617,0.6532,0.0,167.3797,0.0,1.0,0.3826,실적 확인하고 매수하시면 늦습니다,1.0,1.0,1.0,0.2829,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6893312101910829,0.11832818238834304,0.9171974522292994,0.4713375796178344,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9166666666666666,,,,,,0.9044585987261147,0.9171974522292994,,3,0.8331608280254776
036570,엔씨소프트,엔터테인먼트/게임,,,,,,,11.8278,3.7815,3.0,2.0,0.0,0.784,0.0,0.0,0.0,0.0,-0.0486,0.7493,0.3333,65.9452,8.6083,0.9139,0.4438,엔씨소프트(036570) 실적은 센티를 이긴다,1.0,2.0,1.0,0.238,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.675,0.04647330315242114,0.8152866242038217,0.3388535031847134,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9761904761904762,,,,,,0.8789808917197452,0.8152866242038217,,3,0.8248613249807517
005680,삼영전자,전기제품,,,,,,,10.5413,3.4691,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0363,1.0,1.0,38.0991,0.0,1.0,0.402,"삼영전자(005680) 순현금이 많은 기업, 신사업 추진",1.0,1.0,1.0,0.3627,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6692675159235669,0.13743187634831203,0.9426751592356688,0.8386411889596603,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8809523809523809,,,,,,0.8662420382165605,0.9426751592356688,,3,0.818316913977742
086450,동국제약,제약,,,,,,,10.7147,4.9732,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.549,0.0,1.0,0.3641,"동국제약(086450) 성장성: 화장품, 모멘텀: DDS",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.7093949044585988,0.04082324030922323,0.7898089171974523,0.46496815286624205,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8928571428571429,,,,,,0.9490445859872612,0.7898089171974523,,3,0.799248880100791
000150,두산,복합기업,,,,,,,10.2226,3.6428,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2359,0.6018,0.0,30.6729,0.0,1.0,0.3826,서버 구조의 변화는 중장기 성장의 근거,1.0,1.0,1.0,0.278,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6721337579617834,0.11095926896176857,0.8980891719745223,0.7664543524416136,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8571428571428571,,,,,,0.8726114649681529,0.8980891719745223,,3,0.7985646916777489
083500,에프엔에스테크,디스플레이장비및부품,,,,,,,12.162,5.3707,2.0,1.0,0.0,0.7725,0.0,0.0,0.0,0.0,0.0274,0.7956,0.5,80.072,0.0,1.0,0.3826,에프엔에스테크(083500) 수익성 개선 흐름 본격화될 전망,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.7151273885350319,-0.013666286971529901,0.6242038216560509,0.4761146496815286,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9880952380952381,,,,,,0.9617834394904459,0.6242038216560509,,3,0.7957981906628403
012450,한화에어로스페이스,방위산업/우주항공,0.7393055555555555,0.6222222222222222,0.8,0.611111111111111,0.95,0.5541666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.5832802547770701,-0.00932231774351866,0.6369426751592356,0.6369426751592356,numpy_mlp,461,,,,,,,,,0,,,,,,,1.0,,,,,,,0.6878980891719745,0.6369426751592356,,3,0.7738420797563003
017960,한국카본,조선,,,,,,,10.2322,3.9355,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0521,0.537,0.0,33.6516,0.0,1.0,0.3641,LNG 보냉제 성장에 방산까지 영역 확대,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6835987261146497,0.03275558598036761,0.7643312101910829,0.6932059447983016,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8690476190476191,,,,,,0.8980891719745223,0.7643312101910829,,3,0.7732497200251977
120110,코오롱인더,화학/석유화학,,,,,,,10.0912,4.0977,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0102,1.0,1.0,27.2189,0.0,1.0,0.3826,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6921974522292994,0.03541464226816357,0.7770700636942676,0.8492569002123144,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8452380952380952,,,,,,0.910828025477707,0.7770700636942676,,3,0.7697395359417651
081660,미스토홀딩스,의류/섬유,,,,,,,11.7848,5.0365,2.0,1.0,0.0,0.7581,0.0,0.0,0.0,0.0,0.0235,0.8224,0.5,38.7755,0.0,1.0,0.4224,"미스토홀딩스(081660) 4Q25 Review : 턴어라운드 본격화 전망되나, K패션은 기다림이 필요",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.7122611464968154,-0.03627505546677308,0.554140127388535,0.44108280254777066,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9642857142857143,,,,,,0.9554140127388535,0.554140127388535,,3,0.7668837929586337
004170,신세계,유통/백화점,,,,,,,10.0538,4.3338,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,22.1167,0.0,1.0,0.3641,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.7007961783439491,0.038052689638393755,0.7834394904458599,0.7600849256900212,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8214285714285714,,,,,,0.9299363057324841,0.7834394904458599,,3,0.7658128893399594
327260,RF머트리얼즈,우주항공과국방,,,,,,,11.1302,2.5663,1.0,1.0,0.0,0.8,7.4128,0.0,9.2717,0.0,0.164,0.5782,0.0,86.9159,0.0,1.0,0.3138,광모듈 수요가 끝이 없다,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6320063694267517,0.025787176701012365,0.732484076433121,0.805732484076433,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.9285714285714286,,,,,,0.7834394904458599,0.732484076433121,,3,0.7657831420172184
200710,에이디테크놀로지,반도체와반도체장비,,,,,,,9.6403,3.242,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1377,0.5362,0.0,25.2747,0.0,1.0,0.4224,콥데이 후기: 전성기를 넘어보자,1.0,1.0,1.0,0.2518,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6635350318471338,0.09861671873474669,0.8853503184713376,0.5777070063694267,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7619047619047619,,,,,,0.8535031847133758,0.8853503184713376,,3,0.7541221915027647
023530,롯데쇼핑,유통/백화점,,,,,,,9.6598,3.1377,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0608,0.6198,0.0,33.7047,0.0,1.0,0.402,백화점에서 확산되는 온기(溫氣),1.0,1.0,1.0,0.0874,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6578025477707007,0.04733965316561607,0.821656050955414,0.7600849256900212,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7738095238095238,,,,,,0.8407643312101911,0.821656050955414,,3,0.7396352453279205
010060,OCI홀딩스,화학,,,,,,,9.7465,2.9182,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.043,0.6035,0.0,77.6316,0.0,1.0,0.4438,태양광 중심으로 재편되는 에너지 안보 패러..,1.0,1.0,1.0,0.0453,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6520700636942676,0.03291597019737405,0.7707006369426752,0.4422202001819836,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7857142857142857,,,,,,0.8280254777070064,0.7707006369426752,,3,0.7284799993000629
365340,성일하이텍,전기제품,,,,,,,9.826,4.2306,2.0,1.0,0.0,0.7794,0.0,0.0,0.0,0.0,-0.1022,0.925,0.5,15.873,0.0,1.0,0.3826,성일하이텍(365340) 콥데이 後記: 본격적인 실적 턴러어라운드 시작,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6950636942675159,-0.013867003595299982,0.6178343949044586,0.8386411889596603,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.8095238095238095,,,,,,0.9171974522292994,0.6178343949044586,,3,0.7153316826485616
012330,현대모비스,자동차부품/타이어,0.5558861111111111,0.8444444444444444,0.37,0.3888888888888889,0.66875,0.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.5632165605095542,0.06485860650465804,0.8598726114649682,0.8067940552016984,numpy_mlp,461,,,,,,,,,0,,,,,,,0.75,,,,,,,0.643312101910828,0.8598726114649682,,3,0.7003703960121851
006400,삼성SDI,2차전지/배터리,,,,,,,8.7889,2.3091,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0181,0.582,0.0,28.7554,0.0,1.0,0.4224,26년 영업 흑자 전환 예상,1.0,1.0,1.0,0.2414,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6176751592356688,0.07405162352153008,0.8726114649681529,0.708067940552017,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6309523809523809,,,,,,0.7515923566878981,0.8726114649681529,,3,0.6794266641002309
215200,메가스터디교육,교육서비스,,,,,,,9.1478,3.2167,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,25.0,0.0,1.0,0.4438,메가스터디교육(215200) 국내 교육기업 대장,1.0,1.0,1.0,-0.0773,-0.3935,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6606687898089172,0.0004700720284111469,0.6815286624203821,0.4904458598726114,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6904761904761905,,,,,,0.8471337579617835,0.6815286624203821,,3,0.6715436235738783
005440,현대지에프홀딩스,복합기업,,,,,,,8.3576,2.2999,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.051,0.6322,0.0,18.75,0.0,1.0,0.3826,조정이 주는 멋진 기회!,1.0,1.0,1.0,0.3397,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6148089171974522,0.10087587620379113,0.89171974522293,0.7664543524416136,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5833333333333334,,,,,,0.7452229299363057,0.89171974522293,,3,0.6644935080842723
011070,LG이노텍,디스플레이/IT부품,,,,,,,9.0415,2.8568,2.0,2.0,0.0,0.7964,0.0,0.0,0.0,0.0,-0.0036,0.5832,0.0,17.5549,4.0,0.96,0.4224,안 살 이유가 없다,1.0,2.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.649203821656051,0.006369288416830952,0.7006369426751592,0.7006369426751592,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6547619047619048,,,,,,0.821656050955414,0.7006369426751592,,3,0.6575326345628892
004000,롯데정밀화학,화학,,,,,,,9.2666,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2877,0.0,1.0,0.3641,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,1.0,1.0,1.0,-0.2757,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6778662420382167,-0.04891248804470995,0.5414012738853503,0.4422202001819836,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7261904761904762,,,,,,0.8853503184713376,0.5414012738853503,,3,0.656402236298733
347700,스피어,우주항공과국방,,,,,,,7.9979,2.8434,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,-0.0103,0.8021,0.5,0.0,0.0,0.7,0.3641,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,1.0,1.0,1.0,0.6412,5.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,3.6,0.6463375796178344,0.07832744374621979,0.8789808917197452,0.805732484076433,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5357142857142857,,,,,,0.8152866242038217,0.8789808917197452,,3,0.6562237523622875
