symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,current_price,fair_value_bear,fair_value_base,fair_value_bull,fair_value_gap_pct,fair_value_confidence_score,fair_value_status_label,valuation_primary_method,valuation_anchor_mix,valuation_peer_group,valuation_reason_summary,valuation_missing_inputs,valuation_family,valuation_driver,valuation_revision_revenue_pct,valuation_revision_op_pct,valuation_revision_net_pct,valuation_analyst_target_upside_pct,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_sector,event_sector_valid_sample_size,event_sector_price_coverage_pct,event_sector_interpretation_label,event_sector_tactical_label,event_sector_interpretation_note,event_sector_tactical_note,event_sector_reaction_profile,event_sector_interpretable_score,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
347700,스피어,우주항공과국방,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.9454,2.8434,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,-0.0103,0.8021,0.5,0.0,0.0,0.7,0.3116,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,1.0,1.0,1.0,0.6412,5.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.655095541401274,0.07928993222502284,0.9171974522292994,0.8471337579617835,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5357142857142857,,,,,,0.8407643312101911,0.9171974522292994,,3,0.6712164030237278
004000,롯데정밀화학,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.2141,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2877,0.0,1.0,0.3116,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,1.0,1.0,1.0,-0.2757,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6866242038216561,-0.045775756669627875,0.5605095541401274,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7261904761904762,,,,,,0.910828025477707,0.5605095541401274,,3,0.6663973367396934
089970,브이엠,반도체와반도체장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.4314,1.2929,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2296,0.595,0.0,51.4423,0.0,1.0,0.3614,예상보다 좋습니다,1.0,1.0,1.0,0.3059,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5662420382165605,0.06797280062414046,0.8980891719745223,0.60828025477707,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6071428571428571,,,,,,0.643312101910828,0.8980891719745223,,3,0.6555098166165044
069540,,통신장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,-1.5758,-4.0709,-0.6566,2.0,0.0,2.0,DILUTION,negative,15.78,immediate_close,낮음,1.0,25.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,표본 얕음,재료는 보이지만 아직 단독 판단 근거로 쓰기에는 표본이 적습니다.,통신장비/네트워크,0.0,0.0,,,,,,0.0,-0.1843,100.0,4.0,초기 반응과 유지력,0.0,0.0,0.3971337579617835,0.031272347162984056,0.7898089171974523,0.28874734607218683,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.7898089171974523,0.975,3,0.649477347441956
245620,,생명과학도구및서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,-1.5758,-4.0709,-0.6566,2.0,0.0,2.0,DILUTION,negative,16.55,immediate_close,낮음,1.0,25.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,표본 얕음,재료는 보이지만 아직 단독 판단 근거로 쓰기에는 표본이 적습니다.,생명과학도구및서비스,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.1843,100.0,4.0,초기 반응과 유지력,0.0,0.0,0.3971337579617835,0.031272347162984056,0.7898089171974523,0.49893842887473455,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.7898089171974523,0.975,3,0.649477347441956
340930,,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,-1.5758,-4.0709,-0.6566,1.0,0.0,1.0,DILUTION,negative,16.55,immediate_close,낮음,1.0,25.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,표본 얕음,재료는 보이지만 아직 단독 판단 근거로 쓰기에는 표본이 적습니다.,전자장비와기기,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.1843,100.0,4.0,초기 반응과 유지력,0.0,0.0,0.3971337579617835,0.031272347162984056,0.7898089171974523,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.7898089171974523,0.975,3,0.649477347441956
064760,티씨케이,반도체와반도체장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.6624,2.4193,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0094,0.5742,0.0,33.6303,0.0,1.0,0.3116,1Q26 예상 영업이익 QoQ +53.0%,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.635031847133758,0.009718983947429129,0.7388535031847133,0.60828025477707,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6190476190476191,,,,,,0.7961783439490446,0.7388535031847133,,3,0.6485191957723804
034730,SK,석유와가스,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0074,3.3901,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1981,0.6498,0.0,-0.2494,0.0,1.0,0.3798,자사주 소각에 따른 재무적 효과 결국 주가에..,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6751592356687899,0.026855090694805912,0.7707006369426752,0.7707006369426752,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5476190476190477,,,,,,0.8853503184713376,0.7707006369426752,,3,0.6463178938895501
352820,하이브,엔터테인먼트/게임,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.3633,2.6371,4.0,2.0,0.0,0.7507,0.0,0.0,0.0,0.0,0.067,0.8215,0.5,20.0,3.2258,0.6677,0.3614,하이브(352820) 확신의 실적 모멘텀이 시작된다,1.0,2.0,1.0,0.2225,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6436305732484078,-0.06886550611404993,0.4968152866242038,0.35923566878980895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.75,,,,,,0.8152866242038217,0.4968152866242038,,3,0.6403386820186183
034020,두산에너빌리티,기계/공작기계,0.5323749999999999,0.1999999999999999,0.675,0.2888888888888889,0.66875,0.6749999999999999,96600.0,43979.4,54091.81,69968.64,-44.0,0.6344,중립 구간,피어,피어 72 | 실적 28,기계/공작기계 / EV/EBITDA 확장,피어 멀티플 기준 선반영 / 실적 추정 보정,애널 목표가,EV/EBITDA,op,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5805732484076433,0.04021948067525446,0.8280254777070064,0.46921443736730367,numpy_mlp,461,,,,,,,,,0,,,,,,,0.6,,,,,,,0.6751592356687898,0.8280254777070064,,3,0.6293114788147328
000040,,자동차,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6973,-1.2718,-3.2854,-0.5299,3.0,0.0,2.0,DILUTION,negative,8.91,immediate_close,낮음,1.0,25.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,표본 얕음,재료는 보이지만 아직 단독 판단 근거로 쓰기에는 표본이 적습니다.,자동차/완성차,0.0,0.0,,,,,,0.0,-0.1843,100.0,4.0,초기 반응과 유지력,0.0,0.0,0.3971337579617835,0.010721149605403851,0.7515923566878981,0.552547770700637,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.7515923566878981,0.9333333333333333,3,0.6254781350592424
011210,현대위아,자동차부품/타이어,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.4189,2.5416,2.0,1.0,0.0,0.7914,0.0,0.0,0.0,0.0,-0.0771,0.9014,0.5,-6.2192,0.0,1.0,0.3274,현대위아(011210) Corp. Day 후기: 열관리 매출 증가와 인도 증설,1.0,1.0,1.0,0.2866,-0.1393,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6378980891719745,0.06140811567674607,0.8853503184713376,0.8450106157112526,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.4523809523809524,,,,,,0.802547770700637,0.8853503184713376,,3,0.622698519633233
047050,포스코인터내셔널,무역회사와판매업체,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.8105,2.1161,3.0,3.0,0.0,0.7936,0.0,0.0,0.0,0.0,0.0115,0.5714,0.0,20.4986,3.3838,0.7662,0.3798,"단단한 펀더멘털, 축소될 밸류에이션 갭",1.0,3.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6178343949044587,-0.01857211348362498,0.6305732484076433,0.6305732484076433,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6428571428571429,,,,,,0.7579617834394905,0.6305732484076433,,3,0.622044078532932
017670,SK텔레콤,통신서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0543,2.3863,1.0,1.0,0.0,0.8,5.0667,0.0,-0.2905,0.0,0.0684,0.6195,0.0,25.3133,0.0,1.0,0.2686,이번엔 기대가 되는 4월입니다,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6292993630573249,-0.0010225426568454023,0.7006369426751592,0.7006369426751592,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5714285714285714,,,,,,0.7834394904458599,0.7006369426751592,,3,0.6173440015398614
042660,한화오션,조선/해양,0.5554416666666667,0.3333333333333333,0.62,0.4944444444444444,0.76875,0.4333333333333333,128000.0,82661.77,101931.68,140077.94,-20.37,0.6041,중립 구간,피어,피어 72 | 실적 28,조선/해양 / EV/EBITDA 확장,피어 멀티플 기준 선반영 / 실적 추정 보정,애널 목표가,EV/EBITDA,op,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5605095541401275,-0.0322424292662219,0.5859872611464968,0.5445859872611465,numpy_mlp,461,,,,,,,,,0,,,,,,,0.7,,,,,,,0.6305732484076433,0.5859872611464968,,3,0.6144229437828856
023160,태광,조선/해양,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.3197,1.9927,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0853,0.559,0.0,34.9911,0.0,1.0,0.3274,앞으로 좋아질 실적과 주주환원까지,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.609235668789809,-0.0044062439141283796,0.6815286624203821,0.5445859872611465,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5952380952380952,,,,,,0.7388535031847133,0.6815286624203821,,3,0.6129413977742002
043370,피에이치에이,자동차부품/타이어,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.6536,2.672,1.0,1.0,0.0,0.8,1.6908,0.0,-0.1393,0.0,0.1177,0.649,0.0,10.3753,0.0,1.0,0.2686,자기주식 7.0% 보유 중,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6493630573248408,0.011636341939476186,0.7579617834394905,0.8450106157112526,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.4880952380952381,,,,,,0.8280254777070064,0.7579617834394905,,3,0.6083900573948344
229640,LS에코에너지,전기장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.7093,3.8844,2.0,1.0,0.0,0.7386,0.0,0.0,0.0,0.0,-0.0026,0.8238,0.5,23.1102,0.0,1.0,0.3116,LS에코에너지(229640) 희토류 탈중국화 밸류체인 한 축을 담당하면서 성장성 부각,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6894904458598727,-0.08751292077279607,0.1337579617834395,0.24363057324840764,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7976190476190477,,,,,,0.9171974522292994,0.1337579617834395,,3,0.5840567473927346
138930,BNK금융지주,금융지주/은행,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.7439,2.0201,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2337,0.6165,0.0,22.9303,0.0,1.0,0.3274,"1분기 NIM 상승과 대손비용 안정화, CET 1 비..",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6121019108280255,-0.004387184923593036,0.6878980891719745,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5119047619047619,,,,,,0.7452229299363057,0.6878980891719745,,3,0.583164327710506
316140,우리금융지주,금융지주/은행,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.2597,1.2972,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2125,0.6347,0.0,19.4444,0.0,1.0,0.344,동양생명 완전자회사화는 ABL생명 통합을 위..,1.0,1.0,1.0,0.2636,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5691082802547771,0.046880619147018916,0.8535031847133758,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.44047619047619047,,,,,,0.6496815286624203,0.8535031847133758,,3,0.5797136382725554
052770,,게임엔터테인먼트,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432,-0.7879,-2.0353,-0.3283,2.0,0.0,1.0,CORRECTION,neutral,8.92,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,엔터테인먼트/미디어,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.02163620435228107,0.6146496815286624,0.6894904458598726,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.6146496815286624,0.9083333333333333,3,0.5735647387165264
355690,,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432,-0.7879,-2.0355,-0.3283,2.0,0.0,1.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,전자장비와기기,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.02163620435228107,0.6146496815286624,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.6146496815286624,0.9083333333333333,3,0.5735647387165264
006800,미래에셋증권,증권,0.5810083333333333,0.5,0.74,0.3999999999999999,0.54375,0.4333333333333333,63100.0,,,,,0.0,미산출,,,,앵커가 두 개 미만이라 적정가를 보수적으로 미산출 처리했습니다.,"애널 목표가, 피어 멀티플, 실적/추정치",PBR/자본수익성,net,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.537579617834395,-0.11768643630236389,0.08280254777070063,0.2181528662420382,numpy_mlp,461,,,,,,,,,0,,,,,,,0.85,,,,,,,0.5796178343949044,0.08280254777070063,,3,0.563666574356134
402340,SK스퀘어,복합기업,0.5365388888888889,0.688888888888889,0.395,0.7000000000000001,0.3125,0.4583333333333333,483000.0,,,,,0.0,미산출,,,,앵커가 두 개 미만이라 적정가를 보수적으로 미산출 처리했습니다.,"애널 목표가, 피어 멀티플",PBR/자본수익성,net,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5117834394904459,-0.059912144362867605,0.535031847133758,0.8004246284501062,numpy_mlp,461,,,,,,,,,0,,,,,,,0.65,,,,,,,0.5222929936305732,0.535031847133758,,3,0.562018831348657
298050,HS효성첨단소재,화학/석유화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.1066,0.906,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1328,0.5548,0.0,19.5219,0.0,1.0,0.3798,든든한 본업과 탄소섬유 기대감 부각,1.0,1.0,1.0,0.3623,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5289808917197453,0.05551185859270031,0.8726114649681529,0.8895966029723992,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.4166666666666667,,,,,,0.5605095541401274,0.8726114649681529,,3,0.5578791033806958
039200,오스코텍,제약,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.2534,2.0539,2.0,1.0,0.0,0.7455,0.0,0.0,0.0,0.0,-0.0771,0.8726,0.5,43.4034,0.0,1.0,0.3274,오스코텍(039200) NDR 후기: 열매가 주렁주렁,1.0,1.0,1.0,0.2866,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6149681528662421,-0.08199965512314905,0.14012738853503184,0.4922656960873521,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7380952380952381,,,,,,0.7515923566878981,0.14012738853503184,,3,0.5298868726814586
122870,와이지엔터테인먼트,엔터테인먼트/게임,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.0443,2.1271,4.0,2.0,0.0,0.7536,0.0,0.0,0.0,0.0,0.0743,0.8088,0.5,25.0,8.1081,0.6189,0.3614,와이지엔터테인먼트(122870) 모멘텀 플레이 가능 구간,1.0,2.0,1.0,0.2308,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6207006369426753,-0.07312907086965341,0.21019108280254778,0.35923566878980895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6785714285714286,,,,,,0.7643312101910829,0.21019108280254778,,3,0.5273583502484777
035900,JYP Ent.,엔터테인먼트/게임,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.143,1.9458,4.0,2.0,0.0,0.7476,0.0,0.0,0.0,0.0,0.0428,0.8248,0.5,28.9398,2.2222,0.6778,0.3614,JYP Ent.(035900) 육각형 포트폴리오를 향해,1.0,2.0,1.0,0.2338,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6063694267515924,-0.09419273435182482,0.12101910828025478,0.35923566878980895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.7142857142857143,,,,,,0.732484076433121,0.12101910828025478,,3,0.5118005004549588
256150,한독크린텍,가정용기기와용품,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.4121,1.8348,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0429,0.5798,0.0,0.0,0.0,1.0,0.3274,국내 정수기용 카본블록 필터 1위 업체,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5977707006369427,-0.015533706607491815,0.6369426751592356,0.6369426751592356,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.35714285714285715,,,,,,0.7133757961783439,0.6369426751592356,,3,0.5028763036326729
028260,삼성물산,건설/건자재,0.4654472222222222,0.5555555555555556,0.38,0.4444444444444445,0.4562499999999999,0.6749999999999999,263000.0,271874.24,375983.3,402465.17,42.96,0.6536,할인 구간,피어,피어 73 | 실적 27,건설/건자재 / EV/EBITDA 확장,피어 멀티플 대비 할인 / 실적 추정 보정,애널 목표가,EV/EBITDA,op,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5490445859872612,0.0575122613865497,0.8789808917197452,0.6847133757961783,numpy_mlp,461,,,,,,,,,0,,,,,,,0.3,,,,,,,0.6050955414012739,0.8789808917197452,,3,0.4903714345056772
068270,셀트리온,제약/바이오 (대형),0.4640888888888889,0.2222222222222222,0.36,0.8444444444444444,0.4875,0.7125,195300.0,87525.78,103360.62,118245.38,-47.08,0.5963,중립 구간,피어,피어 71 | 실적 29,제약/바이오 (대형) / PSR 확장,피어 멀티플 기준 선반영 / 실적 추정 보정,애널 목표가,PSR,revenue,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5576433121019109,0.12129732937113008,0.9554140127388535,0.9617834394904459,numpy_mlp,461,,,,,,,,,0,,,,,,,0.25,,,,,,,0.6242038216560509,0.9554140127388535,,3,0.4873996122957629
042500,링네트,IT서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.0251,1.0966,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.076,0.5642,0.0,0.0,0.0,1.0,0.3614,네트워크 통합(NI)의 수익 방정식,1.0,1.0,1.0,0.1975,-0.297,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.543312101910828,0.005630784468839571,0.732484076433121,0.6496815286624203,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.30952380952380953,,,,,,0.5923566878980892,0.732484076433121,,3,0.4854443725064743
178320,서진시스템,통신장비/네트워크,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.0068,2.3987,2.0,1.0,0.0,0.6977,0.0,0.0,0.0,0.0,-0.0038,0.925,0.5,47.2135,0.0,1.0,0.3116,서진시스템(178320) 수직계열화의 신이 보여줄 Showtime,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6321656050955415,-0.1939624066308319,0.025477707006369428,0.4872611464968153,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.6666666666666666,,,,,,0.7898089171974523,0.025477707006369428,,3,0.4793759186673199
053580,웹케시,소프트웨어,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.6474,1.1669,2.0,1.0,0.0,0.7777,0.0,0.0,0.0,0.0,-0.1051,0.925,0.5,42.2319,0.0,1.0,0.344,웹케시(053580) 콥데이 後記: 금융 AI Agent 기업으로 도약 중,0.2,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5519108280254778,-0.04990037986003624,0.5477707006369427,0.3067940552016985,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.38095238095238093,,,,,,0.6114649681528662,0.5477707006369427,,3,0.4689048610625043
