symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,current_price,fair_value_bear,fair_value_base,fair_value_bull,fair_value_gap_pct,fair_value_confidence_score,fair_value_status_label,valuation_primary_method,valuation_anchor_mix,valuation_peer_group,valuation_reason_summary,valuation_missing_inputs,valuation_family,valuation_driver,valuation_revision_revenue_pct,valuation_revision_op_pct,valuation_revision_net_pct,valuation_analyst_target_upside_pct,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_sector,event_sector_valid_sample_size,event_sector_price_coverage_pct,event_sector_interpretation_label,event_sector_tactical_label,event_sector_interpretation_note,event_sector_tactical_note,event_sector_reaction_profile,event_sector_interpretable_score,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
081580,,핸드셋,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,18.76,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,핸드셋,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
083790,,생명과학도구및서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CORRECTION,neutral,11.73,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,생명과학도구및서비스,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.49893842887473455,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
085620,,생명보험,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LARGE_HOLDER,neutral,19.55,immediate_close,낮음,1.0,20.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,생명보험,1.0,100.0,표본 얕음,존재 확인,초기 경향은 보이지만 아직 표본이 얕아 단독 근거로 쓰기에는 이릅니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,시간차 반응,0.2771,0.0676,100.0,5.0,시간차 반응,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
085810,,건설,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,11.81,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,건설/건자재,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.34554140127388533,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
091120,,핸드셋,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.8,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,핸드셋,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
092230,,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화학,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
094940,,컴퓨터와주변기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,11.77,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,컴퓨터와주변기기,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4076433121019108,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
100840,,에너지장비및서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,LARGE_HOLDER,neutral,19.55,immediate_close,낮음,1.0,20.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,에너지장비및서비스,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,0.0676,100.0,5.0,시간차 반응,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
122310,,건강관리장비와용품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,11.78,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,건강관리장비와용품,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45382165605095537,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
128540,,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,CORRECTION,neutral,18.81,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,자동차부품/타이어,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
130740,,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,18.79,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,자동차부품/타이어,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
159910,,화장품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,11.79,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화장품,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3885350318471337,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
214260,,화장품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화장품,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3885350318471337,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
221980,,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,8.9,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화학,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
222160,,반도체와반도체장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.8,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,IT하드웨어 (반도체),0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.60828025477707,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
224880,,Unknown,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.08,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,Unknown,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
227610,,화장품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,CORRECTION,neutral,16.24,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화장품,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3885350318471337,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
237750,,전기장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,전기장비,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.24363057324840764,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
241820,,생명과학도구및서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,생명과학도구및서비스,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.49893842887473455,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
271940,,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUPPLY_UPDATE,neutral,8.91,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,자동차부품/타이어,0.0,0.0,,,,,,0.0,-0.0,,1.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
299900,,방송과엔터테인먼트,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,8.77,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,엔터테인먼트/미디어,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
310210,,제약,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,11.8,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,제약/바이오 (대형),0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4922656960873521,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
318160,,화장품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.01,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화장품,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3885350318471337,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
348370,,2차전지/배터리,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,2차전지/배터리,1.0,100.0,표본 얕음,존재 확인,초기 경향은 보이지만 아직 표본이 얕아 단독 근거로 쓰기에는 이릅니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,반응 약함,-1.8443,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.7420382165605096,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
464280,,제약,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CORRECTION,neutral,8.92,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,제약/바이오 (대형),0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4922656960873521,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
004690,삼천리,전력/유틸리티,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.2611,0.6496,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2215,0.596,0.0,0.0,0.0,1.0,0.3614,보유 자사주 소각 긍정적,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5003184713375797,-0.06618654913346696,0.5095541401273885,0.5095541401273885,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.23809523809523808,,,,,,0.4968152866242038,0.5095541401273885,,3,0.3803768285854273
226330,신테카바이오,건강관리업체및서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.7819,2.65,2.0,1.0,0.0,0.6802,0.0,0.0,0.0,0.0,-0.0153,0.925,0.5,0.0,0.0,0.7,0.3116,신테카바이오(226330) AI 신약개발플랫폼 사업의 본격적인 실적 성장 기대,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.6464968152866243,-0.22217257557058662,0.01910828025477707,0.01910828025477707,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.39285714285714285,,,,,,0.821656050955414,0.01910828025477707,,3,0.37653942395184437
032830,삼성생명,보험,0.5206083333333333,0.5,0.82,0.4166666666666667,0.53125,0.3958333333333333,221000.0,,,,,0.0,미산출,,,,앵커가 두 개 미만이라 적정가를 보수적으로 미산출 처리했습니다.,"애널 목표가, 피어 멀티플, 실적/추정치",PBR/자본수익성,net,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5318471337579618,-0.17537162043417096,0.03821656050955414,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,0.45,,,,,,,0.5668789808917197,0.03821656050955414,,3,0.3668789808917198
356860,티엘비,반도체와반도체장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.2928,1.4122,2.0,1.0,0.0,0.7511,0.0,0.0,0.0,0.0,0.1938,0.808,0.5,0.0,0.0,0.7,0.3798,"티엘비(356860) 티엘비, 공장투어 후기 (추가 증설 결정)",1.0,1.0,1.0,0.2785,0.0,3.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5863057324840765,-0.09297480704659877,0.12738853503184713,0.60828025477707,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.34523809523809523,,,,,,0.6878980891719745,0.12738853503184713,,3,0.3599404178623924
