symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
017960,한국카본,조선,,,,,,,10.3318,3.9355,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0521,0.537,0.0,33.6516,0.0,1.0,0.4637,LNG 보냉제 성장에 방산까지 영역 확대,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6858516483516484,0.057301395839060645,0.8626373626373627,0.4450549450549451,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.8690476190476191,,,,,,0.9065934065934066,0.8626373626373627,,3,0.800628698224852
120110,코오롱인더,화학/석유화학,,,,,,,10.1959,4.0977,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0102,1.0,1.0,27.2189,0.0,1.0,0.4873,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6932692307692307,0.060935307217871396,0.8681318681318682,0.8173076923076923,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.8452380952380952,,,,,,0.9175824175824175,0.8681318681318682,,3,0.7948806001690616
004170,신세계,유통/백화점,,,,,,,10.1534,4.3338,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,22.1167,0.0,1.0,0.4637,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.7006868131868131,0.06434023735805997,0.8736263736263736,0.8443223443223443,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.8214285714285714,,,,,,0.9340659340659341,0.8736263736263736,,3,0.790210270498732
200710,에이디테크놀로지,반도체와반도체장비,,,,,,,9.7559,3.242,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1377,0.5362,0.0,25.2747,0.0,1.0,0.538,콥데이 후기: 전성기를 넘어보자,1.0,1.0,1.0,0.2518,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6710164835164835,0.13123246360255428,0.945054945054945,0.6923076923076923,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.7619047619047619,,,,,,0.8736263736263736,0.945054945054945,,3,0.7736844885883346
023530,롯데쇼핑,유통/백화점,,,,,,,9.7698,3.1377,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0608,0.6198,0.0,33.7047,0.0,1.0,0.512,백화점에서 확산되는 온기(溫氣),1.0,1.0,1.0,0.0874,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6660714285714285,0.07382581863492578,0.9065934065934066,0.8443223443223443,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.7738095238095238,,,,,,0.8626373626373627,0.9065934065934066,,3,0.7661401098901099
365340,성일하이텍,전기제품,,,,,,,9.9306,4.2306,2.0,1.0,0.0,0.7794,0.0,0.0,0.0,0.0,-0.1022,0.925,0.5,15.873,0.0,1.0,0.4873,성일하이텍(365340) 콥데이 後記: 본격적인 실적 턴러어라운드 시작,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6957417582417582,0.01189810850682549,0.8076923076923077,0.9194139194139194,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.8095238095238095,,,,,,0.9230769230769231,0.8076923076923077,,3,0.7661401098901099
042700,한미반도체,IT하드웨어 (반도체),0.5316000000000001,0.5,0.5399999999999999,0.36,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,8.0,0.6,0.8026098901098901,0.3114985462163216,0.9835164835164835,0.9917582417582418,numpy_mlp,413,,,,,,,,,0,,,,,,,0.7,,,,,,,0.9835164835164835,0.9835164835164835,,3,0.7612667224080267
010060,OCI홀딩스,화학,,,,,,,9.8679,2.9182,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.043,0.6035,0.0,77.6316,0.0,1.0,0.5653,태양광 중심으로 재편되는 에너지 안보 패러..,1.0,1.0,1.0,0.0453,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6611263736263736,0.057290796908004274,0.8571428571428571,0.456828885400314,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.7976190476190477,,,,,,0.8516483516483516,0.8571428571428571,,3,0.7603920118343195
215200,메가스터디교육,교육서비스,,,,,,,9.2692,3.2167,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,25.0,0.0,1.0,0.5653,메가스터디교육(215200) 국내 교육기업 대장,1.0,1.0,1.0,-0.0773,-0.3935,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.668543956043956,0.0230216979654393,0.8241758241758241,0.6373626373626373,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.6904761904761905,,,,,,0.8681318681318682,0.8241758241758241,,3,0.7129702028740489
004000,롯데정밀화학,화학,,,,,,,9.3663,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2877,0.0,1.0,0.4637,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,1.0,1.0,1.0,-0.2757,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6809065934065934,-0.03176526422770337,0.7142857142857143,0.456828885400314,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.7261904761904762,,,,,,0.8956043956043956,0.7142857142857143,,3,0.7036295435333896
229640,LS에코에너지,전기장비,,,,,,,9.8614,3.8844,2.0,1.0,0.0,0.7386,0.0,0.0,0.0,0.0,-0.0026,0.8237,0.5,23.1102,0.0,1.0,0.4637,LS에코에너지(229640) 희토류 탈중국화 밸류체인 한 축을 담당하면서 성장성 부각,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6833791208791209,-0.06728549474316309,0.6043956043956044,0.4203296703296703,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.7857142857142857,,,,,,0.9010989010989011,0.6043956043956044,,3,0.6993184699915468
011070,LG이노텍,디스플레이/IT부품,,,,,,,9.1571,2.8568,2.0,2.0,0.0,0.7964,0.0,0.0,0.0,0.0,-0.0036,0.5832,0.0,17.5549,4.0,0.96,0.538,안 살 이유가 없다,1.0,2.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6586538461538461,0.028492689304171523,0.8406593406593407,0.6236263736263736,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.6547619047619048,,,,,,0.8461538461538461,0.8406593406593407,,3,0.6989592138630599
009150,삼성전기,디스플레이/IT부품,0.61408,0.5,0.844,0.48,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.52760989010989,-0.13866632973195106,0.4065934065934066,0.6236263736263736,numpy_mlp,413,,,,,,,,,0,,,,,,,0.98,,,,,,,0.5686813186813187,0.4065934065934066,,3,0.6936992355470617
005440,현대지에프홀딩스,복합기업,,,,,,,8.4623,2.2999,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.051,0.6322,0.0,18.75,0.0,1.0,0.4873,조정이 주는 멋진 기회!,1.0,1.0,1.0,0.3397,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6314560439560439,0.13476067393112529,0.9505494505494505,0.8241758241758242,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.5833333333333334,,,,,,0.7857142857142857,0.9505494505494505,,3,0.6878222738799662
352820,하이브,엔터테인먼트/게임,,,,,,,9.5398,2.6371,4.0,2.0,0.0,0.7507,0.0,0.0,0.0,0.0,0.067,0.8215,0.5,20.0,3.2258,0.6677,0.538,하이브(352820) 확신의 실적 모멘텀이 시작된다,1.0,2.0,1.0,0.2225,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6487637362637362,-0.060864258354550504,0.6263736263736264,0.6021978021978022,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.75,,,,,,0.8241758241758241,0.6263736263736264,,3,0.6759668216398985
347700,스피어,우주항공과국방,,,,,,,8.0976,2.8434,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,-0.0103,0.8021,0.5,0.0,0.0,0.7,0.4637,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,1.0,1.0,1.0,0.6412,5.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.6,0.6561813186813186,0.10428871923893121,0.9340659340659341,0.7875457875457875,numpy_mlp,413,,,,,,,,,0,,,,,,,,0.5357142857142857,,,,,,0.8406593406593407,0.9340659340659341,,3,0.6756075655114117
