symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
005930,삼성전자,IT하드웨어 (반도체),0.5792666666666667,0.5,0.68,0.6,0.5,0.6166666666666667,9.554,0.818,3.0,3.0,0.0,0.7945,7.0566,0.0,3.4968,0.0,-0.0087,0.7505,0.3333,33.9492,4.8766,0.7512,0.7668,진정한 풀스택,0.6649,2.0,1.0,0.0505,0.0,1.0,,,0.0,0.0,0.0,,,,4.0,1.2,0.8469924812030076,0.04354818598336153,0.8345864661654135,0.8145363408521303,ridge_fewshot,8,,,,,,,,,0,,,,,,,0.8,0.6888888888888889,,,,,,0.9924812030075187,0.8345864661654135,,4,0.7569572368421051
000660,SK하이닉스,IT하드웨어 (반도체),0.5939333333333334,0.5,0.8800000000000001,0.3999999999999999,0.5,0.4833333333333334,7.6222,0.8715,2.0,2.0,0.0,0.7979,3.3881,0.0,0.0,0.0,0.0,0.6522,0.0,40.9048,3.01,0.6699,0.6945,HBM 전선 이상 무,0.5,1.0,1.0,0.2704,3.4968,1.0,,,0.0,0.0,0.0,,,,4.0,1.2,0.843609022556391,0.031616362846814614,0.6766917293233082,0.8145363408521303,ridge_fewshot,8,,,,,,,,,0,,,,,,,1.0,0.45555555555555555,,,,,,0.9849624060150376,0.6766917293233082,,4,0.7415190319548871
005380,현대차,자동차/완성차,0.5331999999999999,0.5,0.36,0.4666666666666666,0.5,0.7000000000000001,6.9327,1.9333,2.0,1.0,0.0,0.7725,2.1739,0.0,0.0,0.0,-0.0095,0.7945,0.5,-2.0772,0.0,1.0,0.6945,현대차(005380) 팰리세이드 리콜 관련 업데이트,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.6464285714285715,0.021680650761572665,0.5488721804511278,0.46616541353383456,ridge_fewshot,8,,,,,,,,,0,,,,,,,0.4,0.3888888888888889,,,,,,0.8195488721804511,0.5488721804511278,,4,0.486219454887218
373220,LG에너지솔루션,2차전지/배터리,0.4594666666666667,0.5,0.24,0.6666666666666666,0.5,0.6666666666666666,8.1755,1.616,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0225,0.5873,0.0,21.7799,0.0,1.0,0.8058,26년 ESS 추정치 추가 상향 조정,1.0,1.0,1.0,0.279,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.6328947368421053,0.03771560904444571,0.7368421052631579,0.6416040100250626,ridge_fewshot,8,,,,,,,,,0,,,,,,,0.2,0.5333333333333333,,,,,,0.7894736842105263,0.7368421052631579,,4,0.4807072368421053
019180,티에이치엔,자동차부품,,,,,,,5.2401,0.156,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2185,0.5785,0.0,0.0,0.0,1.0,0.7668,P/E가 3배도 안 되네요,1.0,1.0,1.0,-0.0106,0.0,1.0,0.0,0.0,2.0,0.0,0.0,LARGE_HOLDER,neutral,3.36,0.0,1.2,0.48402255639097747,0.011448912369724265,0.15789473684210525,0.23909774436090223,ridge_fewshot,8,,,,,,,,,0,,,,,,,,0.18888888888888888,,,,,,0.47368421052631576,0.15789473684210525,0.5232558139534884,4,0.3315690805085804
234340,헥토파이낸셜,IT서비스,,,,,,,12.8004,5.2491,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0952,0.832,0.0,82.1494,0.0,1.0,0.9822,4Q25 Review: 연간 최대 매출액 및 영업이익 ..,1.0,1.0,1.0,0.1325,-1.185,2.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.7140977443609022,0.05564894374857755,0.9699248120300752,0.5588972431077694,ridge_fewshot,8,,,,,,,,,0,,,,,,,,1.0,,,,,,0.9624060150375939,0.9699248120300752,,3,0.89100997686524
036800,나이스정보통신,상업서비스와공급품,,,,,,,12.713,6.0125,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0789,1.0,1.0,32.0755,0.0,1.0,0.8467,"나이스정보통신(036800) Valuation 저평가, TRS 성장성",1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.7208646616541354,0.05004738128473621,0.9097744360902256,0.9097744360902256,ridge_fewshot,8,,,,,,,,,0,,,,,,,,0.9888888888888889,,,,,,0.9774436090225563,0.9097744360902256,,3,0.8738690476190476
393890,더블유씨피,전기제품,,,,,,,12.0788,4.4395,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0229,0.589,0.0,120.2202,0.0,1.0,0.8058,"실적, 밸류에이션 정상화 초입 구간",1.0,1.0,1.0,0.3529,0.0,2.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.7039473684210527,0.06053634135817908,0.9924812030075187,0.899749373433584,ridge_fewshot,8,,,,,,,,,0,,,,,,,,0.9444444444444444,,,,,,0.9398496240601504,0.9924812030075187,,3,0.8706899460188934
083500,에프엔에스테크,디스플레이장비및부품,,,,,,,12.511,5.3726,2.0,1.0,0.0,0.7725,0.0,0.0,0.0,0.0,0.0274,0.7956,0.5,80.072,0.0,1.0,0.7298,에프엔에스테크(083500) 수익성 개선 흐름 본격화될 전망,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.7174812030075188,0.05018543055222203,0.9172932330827067,0.650375939849624,ridge_fewshot,8,,,,,,,,,0,,,,,,,,0.9777777777777777,,,,,,0.9699248120300752,0.9172932330827067,,3,0.8700016869095816
036570,엔씨소프트,엔터테인먼트/게임,,,,,,,12.2274,3.7782,3.0,2.0,0.0,0.784,0.0,0.0,0.0,0.0,-0.0553,0.7493,0.3333,65.9452,8.6083,0.9139,0.8467,엔씨소프트(036570) 실적은 센티를 이긴다,1.0,2.0,1.0,0.238,0.0,4.0,,,0.0,0.0,0.0,,,,0.0,1.2,0.6667293233082707,0.05750633518503871,0.9849624060150376,0.8526315789473685,ridge_fewshot,8,,,,,,,,,0,,,,,,,,0.9666666666666667,,,,,,0.8646616541353384,0.9849624060150376,,3,0.862693030653557
